source	interaction_type	target
OSBPL3	bn	SKA2
OSBPL3	bn	NIPA1
NXT2	bn	RSL24D1
KIAA0947	bn	MPHOSPH6
KIAA0947	bn	YTHDC2
KIAA0947	bn	VPS13A
KIAA0947	bn	FAM208B
KIAA0947	bn	NUP107
CHUK	bn	PTPN12
CHUK	bn	KPNA1
CHUK	bn	BAZ2B
CHUK	bn	RP2
CHUK	bn	SERINC1
CHUK	bn	TMEM30A
CHUK	bn	OSBPL11
CHUK	bn	GALNT7
CHUK	bn	SNX6
CHUK	bn	DCTN4
CHUK	bn	SAMD8
CHUK	bn	IPMK
CRY1	bn	ZKSCAN3
CBLB	bn	UNG
CBLB	bn	COQ10A
RIN2	bn	TLR7
RIN2	bn	SETD7
FBP1	bn	PALLD
FBP1	bn	SOX4
FBP1	bn	EPHX1
FBP1	bn	TRPM4
GATA2	bn	ENPP3
UTP20	bn	CBX5
SPAST	bn	OGFRL1
SPAST	bn	EXOC8
CD24	bn	MS4A3
CD24	bn	BCL2L15
RRM2	bn	BIRC5
RRM2	bn	CCNB2
RRM2	bn	RAD51
RRM2	bn	CENPF
RRM2	bn	HIST1H3A
RRM2	bn	TPX2
RRM2	bn	CCNB1
RRM2	bn	CEP55
RRM2	bn	KIF18B
PHTF2	bn	SENP7
CORO2B	bn	LOC100506258
NPAT	bn	MSH2
NFIX	bn	PDZK1IP1
NFIX	bn	PSMF1
NFIX	bn	BLVRB
NFIX	bn	CAPN5
NFIX	bn	CARM1
NFIX	bn	CDC27
NFIX	bn	ELOF1
NFIX	bn	FAHD1
NFIX	bn	SLC6A10P
NFIX	bn	YPEL4
HABP4	bn	LOC728769
BOLA2	bn	LOC100507286
CDC42EP2	bn	NINJ1
CDC42EP2	bn	C15orf39
MPPE1	bn	EFHC1
METAP2	bn	ARID5B
METAP2	bn	PAK1IP1
SLC35A3	bn	SNRPN
SLC35A3	bn	ZNF91
SLC35A3	bn	REPS1
SLC35A3	bn	KLHL5
SLC35A3	bn	PPM1K
SLC4A7	bn	CASK
SEC31B	bn	LOC692247
SEC31B	bn	SLC26A11
TSPAN5	bn	TESC
TSPAN5	bn	DCAF6
FUT4	bn	FAM46A
ITSN2	bn	SENP6
ITSN2	bn	MFN1
ATR	bn	LOC100506030
ATR	bn	RAD50
ATR	bn	MIOS
ATR	bn	MTERFD1
ATR	bn	TTC17
ATR	bn	UTP15
ATR	bn	LOC100506538
ATR	bn	ZNF234
FBXL4	bn	LOC100507213
STAT1	bn	POLB
BUB3	bn	PLCXD2
KDM4C	bn	TARBP1
KDM4C	bn	ABCB7
KDM4C	bn	TGFBRAP1
KDM4C	bn	ZNF615
ZNF268	bn	TMTC3
ABCB1	bn	TIMELESS
ABHD14A	bn	LIME1
MALT1	bn	RALGAPA1
MALT1	bn	DNAJC24
MALT1	bn	DDX20
MALT1	bn	ZNF75A
MALT1	bn	IQCH-AS1
APEX1	bn	NXT1
APEX1	bn	WDR70
CD247	bn	IL2RB
CD247	bn	NCR3
PRKCQ	bn	MDC1
PRKCQ	bn	ORC5
PRKCQ	bn	INPP4B
PRKCQ	bn	SKAP1
PRKCQ	bn	STAT4
PRKCQ	bn	PRKCH
PRKCQ	bn	C2orf44
PRKCQ	bn	LIMA1
PRKCQ	bn	MIR3929
LYL1	bn	ECSIT
LYL1	bn	POLL
IDH2	bn	APOBEC3F
AGER	bn	UBXN1
AGER	bn	ERVK3-2
TPSAB1	bn	TPSB2
NLRP1	bn	LOC100506777
NLRP1	bn	AGAP11
NLRP1	bn	AGAP10
NLRP1	bn	NUDT5
NLRP1	bn	PLK1S1
ARPC4-TTLL3	bn	EFEMP2
LILRB4	bn	SNX21
LILRB4	bn	SMAD1
LILRB4	bn	FXYD6
LILRB4	bn	ADAP2
GZMB	bn	CLIC3
TLR5	bn	CST7
TLR5	bn	GAS7
TLR5	bn	WDFY3
TLR5	bn	LOC100505702
TLR5	bn	LOC100134822
PTPRJ	bn	NHSL1
MTCP1NB	bn	UFSP2
TFR2	bn	HPS1
TFR2	bn	CCDC90A
TFR2	bn	PRDX2
CAMP	bn	DNAH10
SYN2	bn	LOC100506870
MS4A3	bn	MYB
ZFAND5	bn	CEL
ZFAND5	bn	CNOT6
ZFAND5	bn	KDM1B
TRIOBP	bn	LZTFL1
GPR18	bn	CTAG2
KLRG1	bn	LOC387895
LILRA4	bn	CUX2
LILRA4	bn	SLC12A3
LILRA4	bn	PLD4
YWHAE	bn	SDHC
GZMH	bn	MYO6
GZMH	bn	CD8A
GZMH	bn	CCR5
GZMH	bn	KIAA1671
GZMH	bn	ZNF683
GZMH	bn	JAKMIP1
HSPA8	bn	CXorf26
CLK4	bn	ZNF354A
CLK4	bn	PIAS2
BCL11A	bn	MOB3B
NPRL2	bn	LOC100505746
NPRL2	bn	SLC23A3
NPRL2	bn	LYG1
SLC11A1	bn	DHRSX
RHD	bn	SDHD
RHD	bn	CNRIP1
GATA1	bn	ODC1
GATA1	bn	HAGH
GATA1	bn	2-Mar
GATA1	bn	ST6GALNAC4
GATA1	bn	ESPN
P2RX5	bn	STAG3
P2RX5	bn	GPM6A
RORA	bn	PTCH1
RORA	bn	CAMK2N1
LOC254896	bn	NECAB2
CLTC	bn	TXNL1
CLTC	bn	ZNF814
C14orf2	bn	CSTA
BIRC3	bn	KIAA1407
CCL23	bn	CEBPE
CCL23	bn	SLC7A8
CCL23	bn	LGALS12
SIGLEC9	bn	NOL3
GBAP1	bn	GBA
GBAP1	bn	TP53I3
GBAP1	bn	DNAJC5
MAGT1	bn	INSIG1
KLRD1	bn	CCL5
KLRD1	bn	CCL4
TP53I3	bn	ZNF626
SEC31A	bn	NUP93
SEC31A	bn	RPS2P45
SEC31A	bn	VDAC1
SEC31A	bn	SNX24
UBXN1	bn	CHKB-CPT1B
UBXN1	bn	MARS
UBXN1	bn	CNOT3
SNX3	bn	STOM
SNX3	bn	DNAJA2
SNX3	bn	METTL9
SNX3	bn	UBE2F
RGPD3	bn	RGPD1
USP15	bn	FAS
CFDP1	bn	LOC142937
CFDP1	bn	LOC100131541
CFDP1	bn	ZNF611
CFDP1	bn	LOC100289058
CFDP1	bn	RNGTT
CFDP1	bn	ATF7IP
CFDP1	bn	CINP
EPB42	bn	TSPAN5
EPB42	bn	KLF1
EPB42	bn	FAM117A
EPB42	bn	RANBP10
FPR2	bn	RC3H1
TIMM8A	bn	LINC00265
TIMM8A	bn	ANKRD28
TIMM8A	bn	RECQL5
TIMM8A	bn	CCRL1
TIMM8A	bn	SPTLC3
PEBP1	bn	NFX1
PEBP1	bn	HABP4
PEBP1	bn	SRPRB
PEBP1	bn	ZNF544
PEBP1	bn	CEP72
PEBP1	bn	SERF1A
PEBP1	bn	C3orf26
PEBP1	bn	DOCK9-AS2
FASLG	bn	CX3CR1
FASLG	bn	ADRB2
KIR2DL1	bn	KIR2DL3
KIR2DL1	bn	KIR3DL1
PDCD10	bn	TAX1BP1
GSTM4	bn	GSTM2
GSTM4	bn	GSTM1
CD44	bn	ADCY3
CD44	bn	ENO1
CD44	bn	GLTP
CAPN3	bn	TSHR
AKAP9	bn	TARDBP
IBTK	bn	ZMYM4
IBTK	bn	USP24
IBTK	bn	CCAR1
IBTK	bn	ATAD2
IBTK	bn	LOC389458
IBTK	bn	HELQ
IBTK	bn	ALKBH8
TRAC	bn	LETM1
HLA-DRA	bn	CLEC10A
TPM1	bn	HIST1H2AG
TPM1	bn	HRASLS
GRB10	bn	ELMO2
LAT	bn	LCK
LAT	bn	CD6
LAT	bn	UBASH3A
LAT	bn	IGSF8
LAT	bn	CCDC64
LAT	bn	LOC254559
PML	bn	ISG20
PML	bn	ZBP1
PML	bn	GRAMD1B
SLC6A6	bn	PITPNA
CROCCP2	bn	NBPF1
GAS7	bn	C1orf192
LILRA2	bn	DGKG
LILRA2	bn	LILRA1
NFATC1	bn	NDRG2
NFATC1	bn	FBXO16
JAK3	bn	INSL3
ACSL6	bn	TSPAN7
GYG1	bn	PFKFB3
GYG1	bn	SLC2A3
GYG1	bn	IL4R
GYG1	bn	TBC1D8
GYG1	bn	NR2E1
GYG1	bn	ATP9A
GYG1	bn	RSBN1
GYG1	bn	GPR84
GYG1	bn	H6PD
GYG1	bn	GPR157
GYG1	bn	C19orf59
UBE3A	bn	CWC27
UBE3A	bn	TPP2
UBE3A	bn	DDX21
UBE3A	bn	G2E3
UBE3A	bn	ZNF800
FLOT2	bn	PHF21A
FLOT2	bn	ECE1
FLOT2	bn	LILRA6
FLOT2	bn	POR
FLOT2	bn	SYN2
FLOT2	bn	C16orf57
FLOT2	bn	ROPN1L
FLOT2	bn	SIRPD
FLOT2	bn	SHROOM4
ITK	bn	HSF2
POU4F1	bn	PTGER3
POU4F1	bn	WNT6
CASP1	bn	CARD16
KIR2DL2	bn	KIR2DS5
KIR2DL2	bn	KIR2DL1
KIR2DL2	bn	KIR2DL4
MT1P2	bn	MT1X
MT1P2	bn	MT2A
MT1P2	bn	CLN8
GABARAPL1	bn	C6orf163
GABARAPL1	bn	LOC100652787
RAB36	bn	MADCAM1
RAB36	bn	TREM1
RAB36	bn	SEC61A2
RAB36	bn	SLC5A9
RAB36	bn	SYCE3
BAG1	bn	TPGS2
STAU1	bn	BECN1
IL5RA	bn	CLC
IL5RA	bn	IDO1
KIR2DS1	bn	KIR3DL2
GUCY1B3	bn	SH3TC2
LRIG1	bn	DPP4
HOPX	bn	KLRC3
HOPX	bn	CD160
HOPX	bn	XCL1
HOPX	bn	TRDV3
LRPPRC	bn	TYW1
ALDOAP2	bn	SIX3
FBL	bn	IMPDH2
FBL	bn	PPIH
FBL	bn	CNPY4
CEACAM6	bn	PTX3
CEACAM6	bn	ITGA9
RNU86	bn	EEF1B2
RNU86	bn	C11orf1
RNU86	bn	C12orf57
RNU86	bn	OCIAD2
RNU86	bn	EPB41L4A-AS1
RNU86	bn	LOC728705
ARPC4	bn	RHOA
ARPC4	bn	ARF6
ARPC4	bn	P2RX5-TAX1BP3
ARPC4	bn	SPG21
MDFIC	bn	ZNF146
MDFIC	bn	IPO7
MDFIC	bn	SLC4A7
MDFIC	bn	ZNF675
MDFIC	bn	ENOPH1
MDFIC	bn	COG6
MDFIC	bn	PIGK
MDFIC	bn	TRIM59
NCALD	bn	LOC339988
NCALD	bn	GNLY
NCALD	bn	CXCR6
NCALD	bn	CXCR3
NCALD	bn	CTSW
NCALD	bn	GPR68
MAK16	bn	PTGER2
MAK16	bn	MFSD6
SPIN2A	bn	TMED4
SPIN2A	bn	LOC100288637
SPIN2A	bn	LOC153682
BDH1	bn	MTHFD1L
MIOS	bn	PON2
MIOS	bn	CACNA2D4
SCP2	bn	CYB5B
SCP2	bn	NNT
SCP2	bn	FAM114A2
SCP2	bn	PIGN
SCP2	bn	ACAD8
SCP2	bn	NAA20
SCP2	bn	IMPAD1
SCP2	bn	TFCP2
EVI2B	bn	RFFL
VAMP3	bn	RASSF5
VAMP3	bn	IRF2
VAMP3	bn	STX11
VAMP3	bn	CASZ1
TXNDC9	bn	COMMD8
MTA1	bn	COG2
MTA1	bn	CELSR2
MTA1	bn	HEATR2
MTA1	bn	RABL2A
FYB	bn	FCGR2A
TRBC1	bn	RHOH
TRBC1	bn	CD247
TRBC1	bn	GIMAP1-GIMAP5
TRBC1	bn	BZRAP1-AS1
IGLJ3	bn	LOC100508797
KCNJ15	bn	PSMD6-AS2
FCAR	bn	CKAP4
FCAR	bn	KIF1B
GYPA	bn	CA2
GYPA	bn	XPO7
GYPA	bn	GYPB
FZR1	bn	HES6
FZR1	bn	RAB11B
CEACAM1	bn	C16orf7
YME1L1	bn	TRAC
YME1L1	bn	MGC40069
YME1L1	bn	TRAV8-3
HNRNPA3	bn	ZNF140
HNRNPA3	bn	ATM
PRRC2C	bn	CCNK
NOLC1	bn	HADH
NOLC1	bn	NUP155
NOLC1	bn	WHSC1
NOLC1	bn	PDSS2
NOLC1	bn	MTO1
NOLC1	bn	ABHD15
NOLC1	bn	C7orf31
C1orf144	bn	HADHA
C1orf144	bn	TUBBP5
UBXN4	bn	HNRNPA2B1
UBXN4	bn	USP53
RSL1D1	bn	C12orf43
MKI67	bn	AURKB
MKI67	bn	GINS2
MKI67	bn	RMI2
RBM25	bn	KRR1
VDAC1	bn	CD99
VDAC1	bn	PNPO
VDAC1	bn	EHD4
TPGS2	bn	ITLN1
U2SURP	bn	C5orf28
U2SURP	bn	ETAA1
U2SURP	bn	CEP44
ATP9A	bn	UPP1
ATP9A	bn	BTN2A2
ATP9A	bn	S100A12
ATP9A	bn	HK3
ATP9A	bn	PECR
PRRC2B	bn	CEP164
PRRC2B	bn	LOC644794
GPR56	bn	C1orf177
GPR56	bn	PRF1
GPR56	bn	B3GAT1
GPR56	bn	FAM179A
SUN1	bn	TTC37
SUN1	bn	CAND1
SUN1	bn	NUP160
SUN1	bn	ERCC4
MLL	bn	NUP210
GRINA	bn	NUCB1
GRINA	bn	DESI1
GRINA	bn	SERINC2
GRINA	bn	GBGT1
DHX9	bn	CDV3
SLC39A14	bn	PSAT1
HN1L	bn	LOC100507338
HN1L	bn	NR1D1
RANGAP1	bn	AGPAT3
GCN1L1	bn	MIR1204
GCN1L1	bn	POLR3A
PDS5A	bn	SLC39A10
MRPS27	bn	PRIM2
MRPS27	bn	LOC100288602
EFR3A	bn	EPS15
FKBP9	bn	OSBPL9
TAB2	bn	PRKAR1A
KCTD12	bn	C9orf47
MPRIP	bn	RNF214
MRFAP1L1	bn	EPM2AIP1
MRFAP1L1	bn	PITPNC1
H2AFV	bn	SLC12A2
MED13L	bn	RIT1
PREPL	bn	PM20D2
ALDH1A1	bn	FZD2
FBXO21	bn	POLA1
FBXO21	bn	TULP4
FBXO21	bn	BAG5
FNBP4	bn	NPM1
FNBP4	bn	SRSF2
FNBP4	bn	PAPD7
FNBP4	bn	WRN
FNBP4	bn	POLG2
FNBP4	bn	FAM208A
FNBP4	bn	EP400
FNBP4	bn	TMEM194A
FNBP4	bn	NKTR
FNBP4	bn	BBS2
FNBP4	bn	WDR75
FNBP4	bn	CRYZL1
FNBP4	bn	METTL10
FNBP4	bn	EXOSC6
FNBP4	bn	ARID1B
FNBP4	bn	LOC100128108
GCOM1	bn	RYK
GCOM1	bn	PREPL
GCOM1	bn	FAM60A
MCFD2	bn	LOC100128822
MTDH	bn	SQLE
MTDH	bn	FAM115A
CAMKK2	bn	ELL
CAMKK2	bn	DAPK2
CAMKK2	bn	MMP25
CAMKK2	bn	PCNX
CAMKK2	bn	DGCR11
CAMKK2	bn	TPCN2
DST	bn	SEZ6L
QKI	bn	NPTN
QKI	bn	SNX10
QKI	bn	USP38
QKI	bn	HIAT1
WAPAL	bn	VAMP7
WAPAL	bn	DDX3X
WAPAL	bn	GABPA
PSMD14	bn	SNRPD1
CLASP2	bn	TXNDC16
CLASP2	bn	NHLRC3
CLASP2	bn	MIR4720
MIA3	bn	ZNF85
BCL2L1	bn	FBXO7
BCL2L1	bn	EPB41
BCL2L1	bn	FKBP1B
BCL2L1	bn	RBM38
CHMP7	bn	AGMAT
TFDP1	bn	FAM65C
FAM98A	bn	RPF2
KDM1A	bn	DDX19A
KDM1A	bn	SEC31A
KDM1A	bn	AGFG2
AMPD2	bn	SIGLEC10
AMPD2	bn	VPS37C
AMPD2	bn	CHST7
AMPD2	bn	C1orf194
AMPD2	bn	LOC285286
FEM1B	bn	ITGA4
FEM1B	bn	HAUS6
FEM1B	bn	NUDT21
DESI2	bn	GBAS
DESI2	bn	SMARCA5
DESI2	bn	C6orf120
DESI2	bn	RWDD4
DESI2	bn	PEX13
DESI2	bn	ZNF654
EP400	bn	LOC100506730
EP400	bn	SLC24A1
EP400	bn	KIAA0182
FTSJD2	bn	HERC6
FTSJD2	bn	DHX58
FTSJD2	bn	TTC21A
TCF4	bn	IRF4
TCF4	bn	CCDC50
TCF4	bn	MOB3B
RDX	bn	ANKRD50
RDX	bn	CANX
FAM102A	bn	KDSR
FAM102A	bn	TCF7
FAM102A	bn	FAM171A1
FAM102A	bn	PASK
FAM102A	bn	INADL
FAM102A	bn	ZNF395
FAM102A	bn	TMEM204
FAM102A	bn	LOC100507492
FAM102A	bn	AQP3
TOR1AIP1	bn	ACTR2
TOR1AIP1	bn	GALNT3
EFHA1	bn	PNPLA8
IMP4	bn	PMVK
IMP4	bn	TTLL1
GLYR1	bn	TMEM97
GLYR1	bn	HAUS5
GLYR1	bn	LINC00342
GLYR1	bn	TMEM156
GLYR1	bn	ALDH18A1
GLYR1	bn	ZFP3
GLYR1	bn	KDM8
GLYR1	bn	TTC39C
ELF1	bn	FLI1
ELF1	bn	SOAT1
PDCD11	bn	METTL2B
PDCD11	bn	PCED1B
YWHAQ	bn	LDOC1L
YWHAQ	bn	PDE12
RBM38	bn	EPB49
TRIM33	bn	UPF2
TRIM33	bn	ZFC3H1
SNRNP27	bn	MAP3K1
NBEAL2	bn	LINC00282
NBEAL2	bn	SBNO2
NBEAL2	bn	MPZ
NBEAL2	bn	ADCY4
NBEAL2	bn	DHRS12
LYPLA1	bn	TMED7
SECISBP2L	bn	GCC2
SECISBP2L	bn	ERP44
SECISBP2L	bn	ATG2B
KAT6B	bn	ZNF585B
KAT6B	bn	SART3
SPAG9	bn	CCDC147
SPAG9	bn	LOC100130357
SPAG9	bn	SVIL
SPAG9	bn	RAP1GAP2
AVL9	bn	ROCK2
ACAP2	bn	HIPK3
KDM4B	bn	PHLPP1
KDM4B	bn	CHST11
ADO	bn	NME7
ADO	bn	GINS3
CARM1	bn	YIPF2
USP33	bn	ARAP2
USP33	bn	XRN1
USP33	bn	UBR1
DDX3X	bn	CUL4B
DDX3X	bn	ZNF238
DDX3X	bn	INO80D
DDX3X	bn	MED30
ATRN	bn	AHNAK
ATRN	bn	EIF2AK4
UBE2E1	bn	GLCE
UBE2E1	bn	TMEM14B
UBE2E1	bn	TMEM14C
UBE2E1	bn	MRPL50
PDE8A	bn	PNPT1
LCN2	bn	DEFT1P
LCN2	bn	LTF
LCN2	bn	MMP8
LSM12	bn	ALKBH5
LSM12	bn	MAPRE2
LSM12	bn	HCCS
LSM12	bn	LSM6
LSM12	bn	SUMO2
LSM12	bn	YWHAE
LSM12	bn	PDIA4
LSM12	bn	ATF6B
LSM12	bn	TMEM248
LSM12	bn	ARNT
MEF2A	bn	VNN1
ATP11B	bn	CLIP1
ATP11B	bn	ZNF167
ATP11B	bn	SBNO1
ATP11B	bn	PPP4R2
RPL17	bn	RPL7
RPL17	bn	RPS7
RPL17	bn	GEMIN6
RPL17	bn	COMMD6
DOCK9	bn	ANK3
DOCK9	bn	LRIG1
DOCK9	bn	KIAA0368
DOCK9	bn	TRAT1
DOCK9	bn	MORC4
DOCK9	bn	FAM84B
DOCK9	bn	MTAP
DOCK9	bn	ACVR2B
ZNHIT3	bn	COMMD3
STAT5B	bn	RALB
STAT5B	bn	PICALM
STAT5B	bn	CXCL16
ZNF451	bn	UPF3A
MAP4	bn	SLC2A4RG
MAP4	bn	UBQLN4
MAP4	bn	PDPR
MAP4	bn	USP36
MAP4	bn	ZBTB46
MAP4	bn	GPR55
STK38L	bn	MORC3
STK38L	bn	ERBB2IP
STK38L	bn	LRRK2
WDFY3	bn	ACSL3
WDFY3	bn	IFNAR1
WDFY3	bn	PLB1
MRPS31	bn	CEBPZ
MRPS31	bn	NOP58
MRPS31	bn	LOC100506029
TMEM194A	bn	LRRC1
TMEM41B	bn	DCUN1D4
TMEM41B	bn	ZNF507
PKN2	bn	RPS6KA5
PKN2	bn	LRMP
PKN2	bn	DOCK5
PKN2	bn	TMEM154
PKN2	bn	C18orf61
STX7	bn	BLOC1S2
TNPO1	bn	MAN1A1
TNPO1	bn	GNA13
WWP1	bn	ADAMTSL4
PTPLB	bn	FTSJD1
RRAS	bn	RHOC
RRAS	bn	BST2
RRAS	bn	CLEC11A
DHX29	bn	TFRC
DHX29	bn	HSP90AA1
DHX29	bn	PAIP1
PHF15	bn	ESYT1
PHF15	bn	ECI2
PHF15	bn	PLXNA1
PHF15	bn	ZNF827
TIPARP	bn	ARL15
CAMK2G	bn	SLC16A5
CAMK2G	bn	PBX2
CAMK2G	bn	PHACTR1
CEP68	bn	C14orf64
CEP68	bn	DIP2C
CEP68	bn	ZNF329
CEP68	bn	CACNA1I
CEP68	bn	GCET2
TBL2	bn	CSTB
KDM3A	bn	NDUFB6
KDM3A	bn	PPTC7
DDHD2	bn	VDR
MDN1	bn	WDR19
MDN1	bn	ATPAF1
NUP160	bn	PEX1
NUP160	bn	DOPEY1
CAMSAP1	bn	RPRD2
LARP4	bn	ZNF197
PHLPP1	bn	MYO16
PAPOLA	bn	ZNF24
PAPOLA	bn	BBX
PAPOLA	bn	FAM63B
SREK1	bn	GABPA
PHF2	bn	MIR1257
PHF2	bn	SRRM2
PHF2	bn	C14orf43
DLG3	bn	CCDC65
DLG3	bn	RORA
ARHGAP19	bn	VMP1
ARHGAP19	bn	CCDC125
NME4	bn	FAH
MAOA	bn	LOC286109
MAOA	bn	ARL4A
MAOA	bn	USP32
UBE2N	bn	MBIP
UBE2N	bn	AK3
MON2	bn	ZNF700
TCF7L2	bn	FMNL2
OLFM4	bn	CD24
OLFM4	bn	PCOLCE2
TLE3	bn	ABHD4
FAM171A1	bn	NMT2
FAM171A1	bn	RPS28
FAM171A1	bn	MAN1C1
FAM171A1	bn	LMLN
ZNF238	bn	PAPOLA
DAAM2	bn	MOCS1
DAAM2	bn	LPL
DAAM2	bn	TPST1
DAAM2	bn	TMEM45A
DAAM2	bn	JDP2
DAAM2	bn	ZNF608
AHCYL2	bn	FNIP2
ASCC3	bn	SS18
ASCC3	bn	DDHD1
ASCC3	bn	TPT1-AS1
ASB1	bn	ASNS
ASB1	bn	EIF3K
DMXL2	bn	FMNL2
PLEKHG3	bn	LETM2
PLEKHG3	bn	PBXIP1
MEGF9	bn	SOS2
CKAP5	bn	ODF2
RRP1B	bn	FBXL14
RRP1B	bn	SART3
RRP1B	bn	RNF144A
RRP1B	bn	PSMD11
RRP1B	bn	PRKRA
RRP1B	bn	RQCD1
RRP1B	bn	BAG3
RRP1B	bn	AGK
RRP1B	bn	KIAA1147
RRP1B	bn	GPHN
RRP1B	bn	ZBTB10
RRP1B	bn	LOC100287163
RRP1B	bn	SLC7A6OS
RRP1B	bn	EIF3M
SUB1	bn	UQCRB
NCOA2	bn	SEL1L
MPHOSPH10	bn	UBE3A
MPHOSPH10	bn	NARS2
SEC23A	bn	RB1
SEC23A	bn	ATP13A3
SEC23A	bn	FAM172A
SEC23A	bn	CCDC47
SEC23A	bn	PAPOLG
SEC23A	bn	C1GALT1
DICER1	bn	LONRF1
CDK19	bn	OK/SW-CL.36
SEC24A	bn	SLC38A2
CSTF2T	bn	CPOX
CSTF2T	bn	FRS2
CSTF2T	bn	STYX
DNAJC16	bn	CBX5
RECQL	bn	CCNC
RECQL	bn	IBTK
RECQL	bn	ZNF451
RECQL	bn	ANKMY2
RECQL	bn	ZNF184
RECQL	bn	GOLGA8IP
RECQL	bn	PNRC2
RECQL	bn	ZMYM1
RECQL	bn	HMGCS1
RECQL	bn	CEP120
REST	bn	OXR1
REST	bn	SIRT1
REST	bn	RBM27
TSPYL4	bn	TSEN2
UBXN2B	bn	CPD
UBXN2B	bn	ATXN1
UBXN2B	bn	NUMB
UBXN2B	bn	KBTBD7
UBXN2B	bn	EIF2C4
UBXN2B	bn	KLHL8
KIAA0528	bn	CEP192
KIAA0528	bn	HECTD1
SLC9A8	bn	SLC11A1
SLC9A8	bn	NBEAL2
SLC9A8	bn	EBLN2
SLC9A8	bn	RILPL1
SLC9A8	bn	BCL6
SLC9A8	bn	SIRT5
SLC9A8	bn	PLIN5
POLR2I	bn	MYL5
POLR2I	bn	DCXR
POLR2I	bn	C16orf13
POLR2I	bn	C9orf16
TBC1D9	bn	TRIO
LOC92249	bn	TRIM68
LOC92249	bn	B7H6
NAP1L1	bn	FAM213A
RPIA	bn	RAB2B
ZDHHC17	bn	FNDC3A
ZDHHC17	bn	ADAM10
ZDHHC17	bn	LPGAT1
ZDHHC17	bn	ARMC8
ZDHHC17	bn	KIAA1109
ZDHHC17	bn	FBXO11
ZDHHC17	bn	TAOK1
ZDHHC17	bn	SCYL2
ZDHHC17	bn	HERC4
ZDHHC17	bn	TAB3
ZDHHC17	bn	C1orf52
ZDHHC17	bn	TMEM170B
ATF2	bn	ITGAV
ATF2	bn	TSNAX
ATF2	bn	LY75
ATF2	bn	NAB1
ATF2	bn	RHOQ
ATF2	bn	SEC24A
ATF2	bn	FAM18B1
ATF2	bn	TBL1XR1
ATF2	bn	TRMT1L
ATF2	bn	TMEM65
SYNJ1	bn	SRPK2
SYNJ1	bn	MTMR10
SYNJ1	bn	LOC202025
THOC2	bn	ZC3H15
ABHD3	bn	HEATR5A
GATAD1	bn	NEK3
RANBP6	bn	REEP5
RANBP6	bn	VAMP4
RANBP6	bn	RAB12
TROVE2	bn	LOC100506390
TROVE2	bn	FAM13B
TROVE2	bn	ZDHHC13
PLXNA2	bn	ST6GALNAC2
PLXNA2	bn	DCP2
MED24	bn	TCF19
MED24	bn	ADCK2
ROCK1	bn	PAN3
ROCK1	bn	RPS6KA3
RALGAPA1	bn	GEN1
RALGAPA1	bn	BRCC3
HAUS5	bn	LOC284242
HAUS5	bn	TUBGCP5
HAUS5	bn	TSEN2
HAUS5	bn	LOC100133130
HAUS5	bn	MCF2L
ZC3H14	bn	RBL1
ZC3H14	bn	THUMPD1
ZC3H14	bn	SACS
ZC3H14	bn	AP1M2
ZC3H14	bn	WDR3
ZFC3H1	bn	ORC2
ZFC3H1	bn	TXNL1
ITPKC	bn	GUCY2D
DNAJC9	bn	APTX
DNAJC9	bn	ZNF557
MIR1257	bn	RUNX2
DNAJC2	bn	MRPS14
ATP8A1	bn	TRAPPC10
ATP8A1	bn	PIK3C2A
ATP8A1	bn	NAA16
ATP8A1	bn	ERO1LB
ATP8A1	bn	ZNF682
PIKFYVE	bn	PLCL1
PIKFYVE	bn	ATL2
TSPYL5	bn	CYP2U1
TIAM1	bn	RABL3
PTPN2	bn	CCDC88A
KDM6B	bn	IGF2R
KDM6B	bn	KIAA0317
KDM6B	bn	GAB2
KDM6B	bn	FOS
KDM6B	bn	BICD2
KDM6B	bn	PLAUR
KDM6B	bn	ARHGAP26
KDM6B	bn	NOTCH1
KDM6B	bn	PLAC8L1
PCNX	bn	CBS
PCNX	bn	BTBD19
PCNX	bn	DNAJC3
PCNX	bn	MCAM
PCNX	bn	NAV1
MIR4784	bn	MZT2A
MIR4784	bn	SDHAF1
SP3	bn	CARD8
SP3	bn	SPTLC1
SP3	bn	GMFB
SP3	bn	KDM6A
SP3	bn	STAG2
SP3	bn	TAB2
SP3	bn	ACAP2
SP3	bn	ZDHHC17
SP3	bn	OSTM1
SP3	bn	OSBPL11
SP3	bn	RMI1
SP3	bn	MAP3K2
SP3	bn	LOC100288675
RQCD1	bn	NAF1
MINA	bn	CRYBG3
ACVR1B	bn	PXK
ACVR1B	bn	GADD45A
ACVR1B	bn	ARHGAP24
ACVR1B	bn	PLD1
ACVR1B	bn	C1orf226
GOLGA6L3	bn	KATNAL1
BBIP1	bn	CLEC2B
ATP10D	bn	FAM46A
ATP10D	bn	SLFN11
PLXNC1	bn	TDP2
PLXNC1	bn	UBE2D1
PLXNC1	bn	BTBD10
SMARCA5	bn	ZNF268
SARM1	bn	DDX51
SARM1	bn	LOC100499489
FOXC1	bn	SCN5A
SACS	bn	MBLAC2
ZNF248	bn	COQ3
SNX13	bn	ZNF630
TRIM22	bn	SESTD1
CYLD	bn	LRRC8C
RMND5B	bn	PRMT1
RMND5B	bn	FXYD2
RMND5B	bn	EIF3I
RMND5B	bn	MIF
RMND5B	bn	LYRM4
RMND5B	bn	TMEM177
RMND5B	bn	MRPS26
