GeneSymbol.src	GeneSymbol.dst
WDR5	SURF4
C16orf57	SUSD3
FGD3	SUSD3
CACNA2D2	SUSD4
CRABP1	SUSD4
CCL27	SUSD5
GRP	SUSD5
PLN	SUSD5
POU1F1	SUSD5
RAB31	SUV39H2
PDS5B	SUV420H1
AK026820	SUZ12P
GOLGA4	SUZ12P
PLP1	SV2A
RAB27B	SV2A
AOC3	SV2B
CLDN5	SV2B
TRPC3	SV2B
MS4A5	SV2C
ABCA8	SVEP1
NEFL	SVIL
TAF6L	SVIL
DOK2	SYCP2
ESF1	SYCP2
PLEK	SYCP2
COL6A2	SYDE1
NM_024977	SYF2
PCM1	SYF2
RPL11	SYF2
AIF1	SYK
LYZ	SYK
PTPRC	SYK
DKC1	SYMPK
GTPBP3	SYN1
HSD17B3	SYN1
CHRNA3	SYN2
PMS2L5	SYN2
PRIM2	SYN2
SSX2	SYN2
ST3GAL1	SYN2
WRNIP1	SYN3
MYBL2	SYNC
BEND3	SYNCRIP
SOD2	SYNCRIP
TOP1	SYNCRIP
FSTL5	SYNE1
PVT1	SYNE1
SUMO3	SYNE1
POU4F3	SYNE2
C16orf61	SYNGR1
EVL	SYNGR1
XBP1	SYNGR1
CD3D	SYNGR3
GINS1	SYNGR3
TNNT1	SYNGR3
P2RY5	SYNGR4
RAB27A	SYNJ1
PLXNB1	SYNJ2
PYGB	SYNJ2
CTPS	SYNJ2BP
KIAA1737	SYNJ2BP
KRT14	SYNM
MIA	SYNM
SFRP1	SYNM
F2RL2	SYNPO2
AF113683	SYNPO2L
TPSB2	SYNPO2L
HIPK3	SYPL1
HSPA8	SYPL1
DNAJC12	SYT1
MYT1L	SYT1
REPS2	SYT1
CEACAM5	SYT13
DUSP13	SYT13
GLRA2	SYT13
MLPH	SYT17
TIGD6	SYT17
TMC5	SYT17
CPLX2	SYT4
CYP1A1	SYT5
SOAT2	SYT5
BNIPL	SYT7
APBB2	SYTL2
AR	SYTL2
EPM2A	SYTL2
PRKX	SYTL2
SV2B	SYTL2
AGR3	SYTL4
MYH8	T
POLD4	T
MEP1B	TAAR2
NM_022112	TAAR3
WISP1	TAAR3
ALS2CR8	TAC1
APP	TAC1
MYH11	TAC1
AFF3	TACC1
EPO	TACC1
CDC20	TACC3
CENPO	TACC3
NCAPG	TACC3
NDC80	TACC3
EIF4G2	TACR1
SMAD7	TACR1
HMGN4	TACR3
KCND2	TACR3
RHAG	TACR3
CSE1L	TACSTD1
DHTKD1	TACSTD1
MASTL	TACSTD1
AL050122	TACSTD2
SCN3A	TACSTD2
CORIN	TADA2L
HSP90AA1	TADA2L
LHX5	TADA2L
ACTL6A	TAF11
DSCC1	TAF11
YY1	TAF11
TMED2	TAF12
IL26	TAF13
PTPN2	TAF13
SFN	TAF13
TCF25	TAF15
KIAA1430	TAF1B
PTGDS	TAF1B
TMEM143	TAF1B
STX16	TAF1C
SORT1	TAF1D
COPS5	TAF2
ATP9A	TAF4
HSPE1	TAF4
RAE1	TAF4
SH2B2	TAF6
SH3GLB2	TAF6L
EID1	TAF7
COPE	TAF7L
SLC16A7	TAF7L
EXOC5	TAF9B
SNAP23	TAF9B
WAC	TAF9B
FMNL1	TAGAP
IKZF1	TAGAP
ACTA2	TAGLN
AEBP1	TAGLN
CNN1	TAGLN
COL6A2	TAGLN
MYLK	TAGLN
THBS2	TAGLN
ARF1	TAGLN2
PSMB4	TAGLN2
ADRA1A	TAL1
BCLAF1	TAL1
CARS	TALDO1
MYH7	TALDO1
TRIP13	TALDO1
C17orf28	TANC2
EZR	TANC2
ORC5L	TANK
PICALM	TANK
EIF2S3	TAOK3
GABRG3	TAPBP
TNKS	TAPBP
CD7	TAPBPL
NACA2	TAPT1
NUMA1	TAPT1
HNRNPA1	TARDBP
CCT5	TARS
EIF2S2	TARS
UBE2N	TARS
YARS	TARS
EIF4E2	TAS2R10
NFATC4	TAS2R10
EGFR	TAS2R13
NNMT	TAS2R13
BIN1	TAS2R7
PIP	TAT
RNF17	TAT
SLC16A3	TAT
NACA2	TAX1BP1
GORASP2	TAX1BP3
VCAN	TAX1BP3
KIAA1199	TBC1D1
MAP4K4	TBC1D1
COBRA1	TBC1D13
KIAA0831	TBC1D13
C6orf106	TBC1D19
SYPL1	TBC1D19
SULT1C4	TBC1D22A
XRCC6	TBC1D22A
BCL2L1	TBC1D22B
NACA2	TBC1D22B
PTK6	TBC1D30
SPDEF	TBC1D30
PLD3	TBC1D5
MELK	TBC1D7
TMC5	TBC1D8
CA12	TBC1D9
ESR1	TBC1D9
FOXA1	TBC1D9
GATA3	TBC1D9
SLC39A6	TBC1D9
XBP1	TBC1D9
COX7C	TBCA
NOL7	TBCA
SOD1	TBCA
C18orf24	TBCB
PDCD5	TBCB
COG1	TBCD
HGS	TBCD
DARS2	TBCE
PFDN2	TBCE
RBM34	TBCE
RRP15	TBCE
SLC25A16	TBCE
NFYB	TBK1
IFI30	TBL1X
SRPR	TBL1X
AIDA	TBL1XR1
VAMP3	TBL1XR1
C8A	TBL1Y
FYN	TBL1Y
GORASP2	TBL2
NSDHL	TBL2
SHCBP1	TBL2
HMGN4	TBPL1
CCNB1	TBRG4
NOP2	TBRG4
VPS41	TBRG4
BRIP1	TBX1
C5orf4	TBX1
DHX34	TBX1
NADK	TBX1
SEMG2	TBX1
NPEPPS	TBX10
FOXA1	TBX19
GABRP	TBX19
MAGEA5	TBX19
SLC7A5	TBX19
TIE1	TBX2
FPR3	TBX22
AFF3	TBX3
MYB	TBX3
SLAMF8	TBX3
COL1A1	TBX5
IL8	TBX5
PRKD1	TBX5
THBS2	TBX5
CRH	TBX6
CYP2A7P1	TBXA2R
C17orf60	TBXAS1
CD14	TBXAS1
CTSS	TBXAS1
POU4F3	TBXAS1
GOLGA5	TC2N
ITGB6	TC2N
PIP	TC2N
FCHO2	tcag7.903
PERLD1	TCAP
PNMT	TCAP
RPL30	TCEA1
SFRS5	TCEA2
HIF1A	TCEA3
UBXN10	TCEA3
IGBP1	TCEAL1
PCTK2	TCEAL1
TCEAL4	TCEAL1
GPR172A	TCEAL2
IRF4	TCEAL2
SOX10	TCEAL2
MORF4L2	TCEAL4
THSD4	TCEAL4
SPARCL1	TCEAL7
COPS5	TCEB1
CYC1	TCEB1
DSCC1	TCEB1
GPR172A	TCEB1
GSC2	TCEB1
GTPBP4	TCEB1
WDSOF1	TCEB1
CCDC101	TCEB2
NDUFA2	TCEB2
RCC1	TCEB2
ATG12	TCEB3B
MAPRE2	TCEB3B
TBL1XR1	TCEB3B
KIF14	TCERG1
TTLL3	TCF12
C1orf56	TCF15
ESR2	TCF21
MLANA	TCF21
MRPL17	TCF21
NTRK1	TCF21
EHBP1L1	TCF25
EVI5	TCF25
KPNA4	TCF3
TIMM17A	TCF3
FSTL1	TCF4
CD48	TCF7
CFLAR	TCF7
FAM171A1	TCF7L1
RGMA	TCF7L1
RHBDL2	TCF7L1
NOTCH2	TCF7L2
PDZRN3	TCF7L2
NMT1	TCHH
TUSC3	TCHH
ACP5	TCIRG1
ADAM8	TCIRG1
MAP4K2	TCIRG1
BMP15	TCL1A
CD19	TCL1A
DIP2A	TCL1B
ST8SIA1	TCL1B
ADRB1	TCL6
PRM1	TCL6
XCL1	TCL6
ZNF701	TCL6
CARTPT	TCN1
COL14A1	TCN1
PROL1	TCN1
ARD1A	TCOF1
DIXDC1	TCOF1
TTC22	TCOF1
CSE1L	TCP1
CADM1	TCP10
IVNS1ABP	TCP10
AQR	TCP11L1
GOLT1B	TCP11L1
HMOX1	TCP11L1
PFKP	TCP11L1
ACTR10	TCTN3
SNX17	TCTN3
DENR	TDG
TLK2	TDG
CIDEC	TDGF1
BCL2A1	TDO2
CXCL11	TDO2
SLAMF8	TDO2
WARS	TDP1
AKR1B10	TDRD1
CTAG2	TDRD12
PPP2R5D	TDRD12
GLRA2	TDRD3
RARS	TDRD7
ALB	TDRD9
ERBB2	TEF
PTCH1	TEF
STX16	TEF
AMELY	TEK
MEOX2	TEK
ANGPTL2	TEKT2
DPYSL3	TEKT2
SGCD	TEKT3
SPEF1	TEKT3
ABCC11	TEKT5
KIF22	TELO2
METRN	TELO2
SART1	TELO2
PRR11	TENC1
SLIT2	TENC1
MGAT2	TEP1
MUM1	TEP1
COPS5	TERF1
HIF1A	TERT
CCNJ	TES
DARC	TESC
MEOX1	TESC
ARD1A	TESK1
BEND3	TET3
DNMT3B	TET3
C9orf30	TEX10
DDX31	TEX10
PDHA1	TEX10
TEF	TEX13A
CYP2B6	TEX14
PRAME	TEX14
C3orf60	TEX264
UQCRC1	TEX264
HIF1A	TF
HNRNPL	TF
PCOLCE2	TF
FBXO11	TFAM
MFN1	TFAM
C9orf7	TFAP2A
JUND	TFAP2A
FAM46B	TFAP2B
PNMT	TFAP2B
TMC5	TFAP2B
PGRMC1	TFAP2C
PICALM	TFAP2C
RIPK4	TFAP2C
SRP9	TFB2M
NPHS2	TFCP2L1
GMPS	TFDP1
STK24	TFDP1
UQCRH	TFDP2
ABR	TFDP3
BF229395	TFDP3
TFDP1	TFDP3
CXCL10	TFEC
ITGB2	TFEC
PTPRC	TFEC
SLC7A7	TFEC
AF245389	TFF1
MLPH	TFF1
PDZK1	TFF1
TFF3	TFF1
AGR2	TFF3
MLPH	TFF3
SPDEF	TFF3
TFF1	TFF3
EXOC5	TFG
C14orf139	TFPI
LMOD1	TFPI
CD40	TFPI2
HIF1A	TFPI2
AP2S1	TFPT
ADAM7	TFR2
CNN1	TFR2
NR2F1	TFR2
PRIM2	TFR2
HIF1A	TFRC
RAN	TFRC
ARHGEF15	TGFA
SPEF1	TGFA
TRIM2	TGFA
APOE	TGFB1
EFEMP2	TGFB1I1
HEPH	TGFB1I1
MRC2	TGFB1I1
ANXA3	TGFB2
CYR61	TGFB2
EIF1AY	TGFB2
LTBP1	TGFB2
COL14A1	TGFB3
HIF1A	TGFB3
HTRA1	TGFB3
CCR1	TGFBI
CD14	TGFBI
FN1	TGFBI
LOXL2	TGFBI
MNDA	TGFBI
TMEM158	TGFBI
CAPZA2	TGFBR1
PDGFRA	TGFBR1
CLEC2B	TGFBR2
GSN	TGFBR2
MEOX2	TGFBR2
AQP1	TGFBR3
CHRDL1	TGFBR3
IGF1	TGFBR3
KCNE1	TGFBR3
BCLAF1	TGFBRAP1
HLA-DRA	TGM1
PARVA	TGM1
IGF1	TGM2
LAIR1	TGM2
KLF6	TGM4
TMEM176B	TGM4
BBOX1	TGM5
ELK4	TGM5
MSH3	TGOLN2
TMEM70	TGS1
YTHDF3	TGS1
AK025325	TH
GOLGA8A	TH
ZNF160	TH
RAN	TH1L
XPOT	TH1L
MATR3	THAP1
RNF170	THAP1
VBP1	THAP10
DDX28	THAP11
MAPT	THAP3
MMP1	THAP3
TTPA	THAP5
PGGT1B	THAP9
CXCL12	THBD
PECAM1	THBD
GSN	THBS1
AEBP1	THBS2
COL12A1	THBS2
COL1A2	THBS2
COL5A1	THBS2
MXRA5	THBS2
VCAN	THBS2
EAF2	THBS3
AOC3	THBS4
COMP	THBS4
IGF1	THBS4
MYB	THBS4
ZCCHC24	THBS4
JMJD6	THEM2
MRS2	THEM2
TTRAP	THEM2
ARHGEF9	THNSL1
PLA2G2A	THNSL1
PDE6B	THNSL2
AGFG1	THOC2
HIST1H1B	THOC2
TOP1	THOC2
GPR32	THOC5
NCAM1	THOC5
SEMG2	THOC5
E4F1	THOC6
UBA3	THOC7
MICALL1	THPO
SEMA3G	THRA
SLC25A14	THRA
ECE1	THRAP3
IL6ST	THSD4
TBC1D9	THSD4
UBE2E3	THSD4
NACA2	THSD7A
TNXB	THSD7A
B3GNT7	THUMPD1
WDR78	THUMPD1
COL5A1	THY1
COL5A2	THY1
ATP1A2	THYN1
FCER1A	THYN1
HNRPDL	TIA1
HTR1E	TIAL1
ZNHIT2	TIAL1
PKN2	TIAM1
CLDN5	TIE1
LDB2	TIE1
ATPAF2	TIGD6
NME5	TIGD6
RBM26	TIGD6
KIF4A	TIMELESS
NOP2	TIMELESS
RACGAP1	TIMELESS
POLR2J	TIMM10
NCAPG	TIMM13
NME2	TIMM13
PRRG2	TIMM13
UQCR	TIMM13
ACBD3	TIMM17A
H2AFZ	TIMM17A
NEK2	TIMM17A
PGK1	TIMM17A
MVD	TIMM17B
STRA13	TIMM17B
STIP1	TIMM22
CBX3	TIMM23
FAM29A	TIMM23
SEPHS2	TIMM23
CCT6A	TIMM44
ELAVL1	TIMM44
SMARCA4	TIMM44
YARS	TIMM44
KATNB1	TIMM50
C14orf2	TIMM8B
HMOX1	TIMP2
MMP14	TIMP2
TGFBI	TIMP2
C20orf39	TIMP3
CDH11	TIMP3
COMP	TIMP3
FBN1	TIMP3
ADH1B	TIMP4
ADIPOQ	TIMP4
GPD1	TIMP4
PLIN	TIMP4
WWP1	TIPARP
CDC2	TIPIN
FAM20B	TIPRL
HSPA14	TIPRL
INTS7	TIPRL
RPS23	TJP1
AP1G1	TJP3
MKNK2	TJP3
PRR15	TJP3
PRSS8	TJP3
KPNA2	TK1
PRC1	TK1
MFAP4	TK2
ENO1	TKT
GAPDH	TKT
UQCRC1	TKT
AL137475	TKTL1
NM_018382	TKTL1
SLC6A5	TKTL1
TCL6	TKTL1
SPAG5	TLCD1
TRAF4	TLCD1
ZNF862	TLCD1
EFS	TLE1
PRUNE	TLE1
NOX1	TLE3
PRKCD	TLE3
C1S	TLE4
FBLN5	TLE4
IRF4	TLE4
RGMA	TLE4
SPDEF	TLE4
AK025360	TLK1
LAMP1	TLK1
PIK3C2A	TLK1
TMED2	TLK1
C17orf71	TLK2
NOL11	TLK2
FGFR1OP	TLL1
THOC2	TLL1
COL11A1	TLL2
MAPKAPK5	TLL2
GHRH	TLN2
KRT81	TLN2
ZNF701	TLR1
LYN	TLR2
VSIG4	TLR2
FGL2	TLR3
P2RY5	TLR3
MNDA	TLR7
GUCA1B	TLX1
DMP1	TLX2
USP53	TLX2
FYN	TLX3
AW663712	TM4SF1
PRKD3	TM4SF1
VGLL1	TM4SF1
FAHD2A	TM4SF20
MMRN1	TM4SF20
FBXO9	TM7SF2
CRYBB3	TM7SF3
MTCH2	TM7SF3
SNAP23	TM9SF1
HERPUD1	TM9SF2
RHOA	TM9SF2
AI086530	TM9SF3
GORASP2	TM9SF3
TM9SF1	TM9SF4
NEK4	TMBIM1
NCAPD2	TMBIM4
RPS24	TMBIM4
TMCC2	TMBIM4
ATP5B	TMBIM6
RNF170	TMBIM6
GATA3	TMC4
PRRG2	TMC4
SYT17	TMC5
ARF1	TMC6
ARHGDIA	TMC6
FOXC1	TMCC2
HAPLN3	TMCC2
MRPS14	TMCO1
RBM34	TMCO1
HSPA8	TMCO3
PRKAR1A	TMCO3
TMED2	TMCO3
CCDC132	TMCO4
ARF4	TMED10
PPP2R5C	TMED10
CCNG2	TMED2
DAZAP2	TMED2
HSPA8	TMED2
LAMP1	TMED2
PICALM	TMED2
AP2S1	TMED3
MDH1	TMED5
ARL1	TMED7
SEC24A	TMED7
RAB28	TMEFF1
RQCD1	TMEFF1
TMEM158	TMEFF1
CHRDL1	TMEM100
IGF1	TMEM100
NRXN2	TMEM100
UBE2D1	TMEM100
PPCS	TMEM106B
COX6B1	TMEM106C
RFC5	TMEM106C
RGMA	TMEM108
UBC	TMEM111
PPP2R1A	TMEM115
GSDMC	TMEM123
UBXN10	TMEM125
C11orf73	TMEM126B
USP46	TMEM131
PPP1R14B	TMEM132A
SPAG5	TMEM132A
TMEM189	TMEM132A
UBE2C	TMEM132A
FBXL3	TMEM135
VTCN1	TMEM139
CD44	TMEM143
CLCNKA	TMEM143
PDCD6	TMEM143
RORA	TMEM143
ZMYM2	TMEM143
C4orf18	TMEM144
IL26	TMEM144
RBM5	TMEM144
TBC1D9	TMEM144
PDCD5	TMEM147
CENPQ	TMEM14A
PSMD10	TMEM14A
SUMO2	TMEM14B
CD37	TMEM156
MTRF1L	TMEM156
TCL1A	TMEM156
FOXA1	TMEM158
INHBA	TMEM158
LOXL2	TMEM158
NKX3-2	TMEM158
PLAUR	TMEM158
TNFAIP6	TMEM158
GOLIM4	TMEM159
QTRT1	TMEM161A
RRS1	TMEM161A
SLC9A5	TMEM161B
PGR	TMEM164
MOBKL3	TMEM165
RSBN1	TMEM168
ZNF655	TMEM168
FYN	TMEM176B
GLIPR1	TMEM176B
LY96	TMEM176B
TMEM176A	TMEM176B
CAPRIN1	TMEM178
IL33	TMEM180
KIF18B	TMEM180
UHRF1	TMEM180
ASPM	TMEM183A
ODF3L1	TMEM183A
PRDX6	TMEM183A
PPARD	TMEM189
RNF114	TMEM189
DPM1	TMEM189-UBE2V1
UBE2S	TMEM189-UBE2V1
MASTL	TMEM194A
HSD17B10	TMEM198
SCAMP5	TMEM198
AKT1S1	TMEM201
GADD45GIP1	TMEM208
CD52	TMEM209
TAF9B	TMEM209
ANKRD11	TMEM218
SHQ1	TMEM218
PGPEP1	TMEM25
NUBPL	TMEM30B
SLC30A9	TMEM33
RAD23B	TMEM35
SIGLECP3	TMEM38B
WDR3	TMEM38B
S100A9	TMEM40
CALD1	TMEM45A
HIF1A	TMEM45A
SERPINH1	TMEM45A
TUBB6	TMEM45A
C10orf116	TMEM45B
GALNT10	TMEM45B
CALD1	TMEM47
MYL9	TMEM47
PALLD	TMEM47
PROS1	TMEM47
KIF18A	TMEM48
MRPL37	TMEM48
CLTC	TMEM49
GSDMB	TMEM49
SEC24B	TMEM5
PCTK2	TMEM50A
CAPN7	TMEM50B
LILRB4	TMEM51
CCDC99	TMEM56
CYorf15B	TMEM57
RTN4	TMEM59
SPCS1	TMEM59
PLEKHA6	TMEM63A
RP11-265F14.2	TMEM63A
C2orf55	TMEM63C
GALNT10	TMEM63C
LOR	TMEM64
LRP12	TMEM64
APOC3	TMEM66
DCTN6	TMEM66
KIF13B	TMEM66
NM_018543	TMEM66
MRPL15	TMEM68
MRPL13	TMEM70
MTFR1	TMEM70
TCEB1	TMEM70
ESPL1	TMEM8
GPRC5C	TMEM86A
RERG	TMEM86A
PURG	TMEM86B
SRP14	TMEM87A
DKC1	TMEM97
PYCRL	TMEM97
SPAG5	TMEM97
HEXIM1	TMEM9B
RNF141	TMEM9B
JUND	TMF1
PLA2G2D	TMOD1
ZNF839	TMOD1
DMPK	TMOD2
ENO1	TMOD3
ORC5L	TMOD3
PRLR	TMOD3
YIPF5	TMOD3
EXOC5	TMPO
MOBKL1B	TMPO
PYY2	TMPO
RACGAP1	TMPO
RAD51L3	TMPRSS11E
WNT2B	TMPRSS11E
CHID1	TMPRSS13
C6orf66	TMPRSS2
EIF3B	TMPRSS2
RIPK4	TMPRSS2
VTCN1	TMPRSS3
ZNF238	TMPRSS3
CXCL17	TMPRSS4
EXOC6B	TMPRSS4
MT1M	TMPRSS4
MARS	TMSB10
SNX1	TMSB10
THSD4	TMSB10
DIMT1L	TMSB4Y
CCNB2	TMSL8
NM_194324	TMSL8
PRC1	TMSL8
SOX11	TMSL8
TRIM29	TMTC1
PIK3C2A	TMTC3
COL7A1	TNC
MYLK	TNC
TAGLN	TNC
BCLAF1	TNFAIP1
VAV2	TNFAIP1
IL15RA	TNFAIP2
PKN2	TNFAIP2
TOP1	TNFAIP2
GBP1	TNFAIP3
PRKCB	TNFAIP3
COL5A2	TNFAIP6
POSTN	TNFAIP6
THBS2	TNFAIP6
CD52	TNFAIP8
ICOS	TNFAIP8
LIMS1	TNFRSF10B
ZBP1	TNFRSF10B
AF130093	TNFRSF10C
DNALI1	TNFRSF10C
HIST1H1A	TNFRSF10C
IDS	TNFRSF10C
FANCI	TNFRSF10D
POU4F2	TNFRSF10D
KCNJ2	TNFRSF11A
KIAA1609	TNFRSF11A
IDS	TNFRSF11B
SSPN	TNFRSF11B
VTCN1	TNFRSF11B
AW405975	TNFRSF17
IGLL3	TNFRSF17
POU2AF1	TNFRSF17
CHI3L1	TNFRSF21
CP	TNFRSF21
ESR1	TNFRSF21
HAPLN3	TNFRSF21
AGBL3	TNFRSF25
CD2	TNFRSF25
GPATCH4	TNFRSF25
NLRP1	TNFRSF25
PROX1	TNFRSF25
CCL5	TNFRSF4
CD3D	TNFRSF4
CD96	TNFRSF9
LTF	TNFSF10
SEC62	TNFSF10
TC2N	TNFSF10
CYP1B1	TNFSF11
DIO2	TNFSF11
GFPT2	TNFSF11
P2RY5	TNFSF12
ARF1	TNFSF13
GBP5	TNFSF13B
XAF1	TNFSF13B
CCL13	TNFSF14
DOK2	TNFSF14
GAD2	TNFSF4
MMP11	TNFSF4
LTF	TNIK
PIP	TNIK
MED8	TNIP3
TRGV7	TNIP3
DHX8	TNK2
IVD	TNKS
PCM1	TNKS
PNO1	TNKS
CIDEC	TNMD
FABP4	TNMD
MFAP4	TNN
AK025325	TNNC1
AL049260	TNNC1
C8orf4	TNNC2
STEAP1	TNNC2
DOHH	TNNI2
MYB	TNNI2
TNP1	TNNI2
TOX3	TNNI2
FCHO1	TNNI3
SHARPIN	TNNI3
TNNT1	TNNI3
FAM149B1	TNNI3K
TYMS	TNNI3K
CELSR2	TNNT1
EEF1A2	TNNT1
GAMT	TNNT1
ALS2CL	TNNT2
UHRF1BP1L	TNNT2
EXOC5	TNP1
PYGB	TNP1
SEC14L5	TNP1
ZFYVE20	TNP1
HABP4	TNP2
SERPINI2	TNP2
C4orf15	TNPO1
POLH	TNPO1
HIPK1	TNPO2
ATP6V1F	TNPO3
KLRC3	TNRC4
NOL6	TNRC4
BET1L	TNS1
PKN2	TNS1
IDS	TNS3
NID2	TNS3
FER	TNS4
LAMB3	TNS4
DARC	TNXB
MEOX1	TNXB
PGM5	TNXB
SDPR	TNXB
EPN3	TOB1
FOXA1	TOB1
TRIM37	TOB1
CSNK1G2	TOB2
PMEPA1	TOB2
CLTC	TOM1L1
FAAH	TOM1L1
RMND1	TOM1L1
STXBP4	TOM1L1
ATPAF2	TOM1L2
DACH1	TOM1L2
GNPAT	TOMM20
IARS2	TOMM20
PGK1	TOMM22
PSMC3	TOMM22
KCTD12	TOMM34
ATAD3A	TOMM40
WDR62	TOMM40
PFDN5	TOMM7
RPL10A	TOMM7
C17orf75	TOMM70A
NDUFS6	TOMM70A
MAP4	TOP1
SRPR	TOP1
BUB1B	TOP2A
SPAG5	TOP2A
VPS26A	TOP2B
MCL1	TOP3A
ICMT	TOP3B
MICAL3	TOP3B
INTS6	TOPORS
J00146	TOR1A
C20orf30	TOR1AIP1
GART	TOR1AIP1
NME7	TOR1AIP1
SYPL1	TOR1AIP1
CLINT1	TOR1B
CCR7	TOX
ICOS	TOX
AGR2	TOX3
GALNT7	TOX3
TSPAN1	TOX3
ARF1	TP53
SNAP23	TP53
NM_024977	TP53BP1
INTS7	TP53BP2
RBM34	TP53BP2
AR	TP53I11
ARF1	TP53I11
PTGES2	TP53I11
PLEKHF2	TP53INP1
RFC4	TP53INP1
DST	TP63
NOL4	TP63
PIK3R5	TP63
TRIM29	TP63
ZNF574	TP63
AFF3	TPBG
ATP6V1C1	TPD52
COPS5	TPD52
PXMP3	TPD52
WWP1	TPD52
GFRA1	TPD52L1
LAGE3	TPD52L1
MRPL15	TPD52L1
C20orf20	TPD52L2
AL049342	TPH1
C18orf34	TPH1
DLX2	TPH1
AMELY	TPI1
GAPDH	TPI1
NOX1	TPI1
EID1	TPM1
PXDN	TPM1
TMEM158	TPM1
ACTA2	TPM2
LAMB1	TPM2
LCAT	TPM2
TAGLN	TPM2
PLAU	TPM4
PRKCSH	TPM4
ACCN1	TPMT
NENF	TPO
SELE	TPO
GLRA2	TPP1
ESR1	TPPP
BAIAP3	TPPP3
G6PC3	TPPP3
HCFC1R1	TPPP3
ARF1	TPR
EPRS	TPR
ESR1	TPRG1
COPS4	TPRKB
CSE1L	TPRKB
CCNE1	TPRXL
DCN	TPSAB1
SIGLECP3	TPSAB1
TPSB2	TPSAB1
DCN	TPSB2
KRT1	TPSB2
TPSAB1	TPSB2
NPHS1	TPSD1
TPSAB1	TPSD1
AFF3	TPSG1
GATA3	TPSG1
EEF1B2	TPT1
QSOX2	TPT1
AK025325	TPTE
DUSP21	TPTE
MAGEA5	TPTE
C13orf3	TPX2
CCNB2	TPX2
DLGAP5	TPX2
PTTG1	TPX2
RACGAP1	TPX2
UBE2C	TPX2
MCM5	TRABD
RBM8A	TRADD
SNX17	TRADD
MTMR6	TRAF2
PJA2	TRAF2
MTRF1L	TRAF3IP1
ZFP161	TRAF3IP1
CD247	TRAF3IP3
CD3D	TRAF3IP3
CORO1A	TRAF3IP3
IL2RG	TRAF3IP3
KLRK1	TRAF3IP3
ARF1	TRAF4
KLRK1	TRAF4
SPAG5	TRAF4
CREBBP	TRAF5
MFGE8	TRAFD1
SRCAP	TRAFD1
CDT1	TRAIP
SPAG5	TRAIP
PGK1	TRAM1
PICALM	TRAM1
TCEB1	TRAM1
CCDC93	TRAPPC10
SNX17	TRAPPC2L
ADAM22	TRAPPC3
ATP6V1F	TRAPPC3
HSPA8	TRAPPC4
ERGIC3	TRAPPC6A
CD3D	TRAT1
CRTAM	TRAT1
GZMK	TRAT1
P2RY10	TRAT1
TNFSF13	TRDMT1
GPR42P	TRDN
MRPS12	TRDN
PRKD3	TRDN
SLC16A3	TREM1
SPP1	TREM1
APOC2	TREM2
MS4A7	TREM2
FOXJ3	TREML2
STC2	TRERF1
ZNF207	TRERF1
CD2	TRGV3
M30894	TRGV3
XCL1	TRGV3
ERN2	TRGV7
OBP2A	TRGV7
AK024231	TRH
NOX5	TRH
STC2	TRH
ADIPOQ	TRHDE
C3orf67	TRHDE
G0S2	TRHDE
PTPN12	TRHR
PTPRG	TRHR
DYNLL1	TRIAP1
PWP1	TRIAP1
JUN	TRIB1
FYB	TRIM14
NM_207331	TRIM14
SCD5	TRIM14
WASL	TRIM14
COL4A5	TRIM15
EIF3B	TRIM16
ALS2CL	TRIM17
ARTN	TRIM17
BCL11A	TRIM2
FZD7	TRIM2
GABRP	TRIM2
LCP2	TRIM22
MX2	TRIM22
TRAF3IP3	TRIM22
C20orf30	TRIM23
NCOA2	TRIM23
SCAMP1	TRIM23
SFRS12	TRIM23
STIP1	TRIM25
TAF4	TRIM25
ZNF207	TRIM25
RXRB	TRIM27
DKK1	TRIM29
KRT5	TRIM29
KRT6B	TRIM29
SFRP1	TRIM29
MLPH	TRIM3
TP53I11	TRIM3
RAD51L3	TRIM31
MAP2K7	TRIM33
REPS1	TRIM33
TRPC3	TRIM33
ALDH3B2	TRIM36
EAF2	TRIM36
GATA2	TRIM36
NM_016181	TRIM36
COIL	TRIM37
KPNA2	TRIM37
UTP18	TRIM37
GLI3	TRIM4
SHQ1	TRIM4
LRRTM4	TRIM44
BTRC	TRIM45
CYSLTR1	TRIM46
FETUB	TRIM46
FKBP8	TRIM49
MTTP	TRIM49
PIN1L	TRIM52
BNC2	TRIM58
ADRA1A	TRIM9
KLHL7	TRIM9
NRXN3	TRIM9
POR	TRIM9
CSNK1G2	TRIO
DNAI2	TRIO
SLC7A8	TRIO
ORC5L	TRIOBP
ANKRD12	TRIP11
KTN1	TRIP11
ARPC2	TRIP12
CDC45L	TRIP13
KIF18B	TRIP13
MELK	TRIP13
TPX2	TRIP13
MTHFR	TRIP6
SFRS7	TRIT1
TOR1AIP1	TRIT1
C7orf16	TRMT1
CABP1	TRMT1
RNF139	TRMT12
INO80B	TRMT2A
NM_018611	TRMT5
hCG_1776259	TRO
TGFB1I1	TRO
ESPL1	TROAP
HJURP	TROAP
ALDH1A1	TRPA1
PIP	TRPA1
GLT8D2	TRPC1
LAMB1	TRPC1
KCNE1L	TRPC2
SYPL1	TRPC3
RIMS2	TRPC4
IFNA21	TRPC5
SLC45A2	TRPC5
AQP1	TRPC6
HABP4	TRPM1
TFPT	TRPM1
TMEM38A	TRPM1
E2F1	TRPM2
CRIP2	TRPM4
