GeneSymbol.src	GeneSymbol.dst
RPL28	APOA2
ZNF287	APOA2
ACHE	APOA4
INHBE	APOA4
SPAM1	APOB
CCL8	APOBEC3A
ICOS	APOBEC3A
STAT1	APOBEC3A
BIRC5	APOBEC3B
CCNB2	APOBEC3B
INDO	APOBEC3B
KIF2C	APOBEC3B
MAP4K1	APOBEC3C
DNAJB12	APOBEC3F
IL18	APOBEC3F
NLRP1	APOBEC3F
CCL5	APOBEC3G
CD3D	APOBEC3G
LCP2	APOBEC3G
APOE	APOC1
IFI30	APOC1
PLA2G7	APOC1
TREM2	APOC1
APOC1	APOC2
CD14	APOC2
C16orf59	APOC3
ABCA8	APOD
CCL14	APOD
DARC	APOD
LILRB1	APOE
MS4A4A	APOE
PSAP	APOE
IRF4	APOF
PLA2G10	APOF
GRLF1	APOH
CCL5	APOL1
CD8A	APOL1
TRAF2	APOL1
CIZ1	APOL2
BTN3A1	APOL3
CD8A	APOL3
IRF1	APOL3
HBEGF	APOLD1
YWHAZ	APOM
PNO1	APOO
VAPB	APOOL
FKBP10	APP
RAB3GAP1	APP
BOLA2	APPBP2
CCT5	APPBP2
SLMAP	APPL1
DLGAP5	APPL2
HHAT	APPL2
CDT1	APRT
COG8	APRT
HSBP1	APRT
MPG	APRT
BMS1	AQP1
DARC	AQP1
MEOX1	AQP1
PAK1	AQP11
S100P	AQP3
TJP3	AQP3
BC006134	AQP4
UBE2D1	AQP4
AF245389	AQP5
FOLR1	AQP5
CIDEC	AQP7
GPD1	AQP7
CITED2	AQP8
MARCO	AQP9
MMP1	AQP9
PLA2G7	AQP9
FOXA1	AR
TMC5	AR
VGLL1	AR
DEK	ARAP2
IL15	ARAP2
ARPC5L	ARC
MUC6	ARC
BYSL	ARD1A
NDUFB11	ARD1A
TRIP13	ARD1A
FGF1	AREG
S100A2	AREG
TFF1	AREG
TIMM17A	ARF1
EIF4E2	ARF3
ARMET	ARF4
RAB1A	ARF4
TAX1BP3	ARF4
PXMP3	ARFGEF1
SLMO2	ARFGEF2
SPATA2	ARFGEF2
TMED2	ARFGEF2
PPP2R2B	ARFIP1
SMARCA5	ARFIP1
AURKA	ARFRP1
BMP1	ARFRP1
ENO1	ARFRP1
TMED2	ARFRP1
TPD52L2	ARFRP1
IL26	ARG2
PHGDH	ARG2
RAD54L	ARG2
FUBP1	ARGLU1
PHF20	ARHGAP1
SV2A	ARHGAP1
SLIT3	ARHGAP11A
CD3D	ARHGAP15
GIMAP4	ARHGAP15
IRF8	ARHGAP15
RNASE6	ARHGAP15
DIMT1L	ARHGAP19
HNRNPA3	ARHGAP19
ACTR3	ARHGAP22
AIF1	ARHGAP22
VPS13D	ARHGAP24
CD3D	ARHGAP25
CD48	ARHGAP25
KRT6B	ARHGAP26
SUZ12P	ARHGAP26
ACBD3	ARHGAP28
CALD1	ARHGAP28
DZIP1	ARHGAP28
FSTL1	ARHGAP28
ZBTB38	ARHGAP29
CORO1A	ARHGAP4
MAP4K1	ARHGAP4
SNX13	ARHGAP5
ARL15	ARHGAP6
INVS	ARHGAP6
HGS	ARHGDIA
RAB11B	ARHGDIA
RIMKLB	ARHGDIA
UBE2M	ARHGDIA
NOTCH1	ARHGEF1
COPE	ARHGEF10
FEV	ARHGEF11
AB051442	ARHGEF12
PNO1	ARHGEF12
CAMTA2	ARHGEF15
CREBL2	ARHGEF3
APP	ARHGEF9
SREBF1	ARID1A
TP53BP1	ARID1A
YWHAE	ARID1A
SEPSECS	ARID2
TAF1A	ARID4B
CFH	ARID5B
HIST1H4F	ARID5B
TACSTD1	ARIH1
ARID5B	ARIH2
MPHOSPH9	ARIH2
GPN3	ARL1
MRPL42	ARL1
NACA2	ARL1
TMEM38B	ARL1
SRC	ARL14
UBE2D1	ARL14
KLHL2	ARL15
MYBL2	ARL15
ARL1	ARL3
C1orf151	ARL3
PRUNE	ARL4C
ZNF839	ARL4C
GORASP2	ARL5A
SNRPD1	ARL6IP1
SUCLG2	ARL6IP5
TMOD3	ARL6IP5
WHSC1	ARL6IP5
EFR3A	ARL8B
STAU1	ARL8B
TMED7	ARL8B
FOXA1	ARL9
COPS5	ARMC1
KCNJ5	ARMC9
RBL2	ARMC9
TCP10	ARMC9
ARMCX6	ARMCX1
NM_024614	ARMCX1
UBE2C	ARMCX1
C7orf63	ARMCX2
GOLPH3L	ARMCX2
RAI2	ARMCX2
COPB1	ARMCX6
NM_018532	ARMCX6
PRSS7	ARMCX6
CD300A	ARMET
ARPC5	ARNT
DDX17	ARNT
SYF2	ARNT
TPM4	ARNT
BTRC	ARNT2
ESR1	ARNT2
PCSK6	ARNT2
C6orf62	ARNTL
TMED2	ARNTL
LAMP3	ARNTL2
COPS6	ARPC1A
CSTB	ARPC1B
IKZF1	ARPC2
COX5B	ARPC3
MAFB	ARPC3
ARF1	ARPC4
NFKB2	ARPC4
PSAP	ARPC4
ACTR3	ARPC5
ENPEP	ARPC5
C16orf61	ARPC5L
GRK6	ARPC5L
H2AFX	ARPC5L
APOE	ARRB2
HLA-DRA	ARRB2
ARF1	ARSD
IKBKB	ARSD
ATP6V0E1	ARSF
C17orf39	ARSF
TNP1	ARSF
VIP	ARSF
ITGB6	ARSJ
GABRG3	ART3
KCNK5	ART3
MLPH	ART3
CELSR2	ARTN
TSPAN8	ARTN
DNASE1L2	ARVCF
UNC84A	ARVCF
USP34	ARVCF
CBLN1	ARX
ATAD3A	ASAH1
FTHP1	ASAH1
NAT1	ASAH1
SCD5	ASAH1
TMEM66	ASAH1
SSX2	ASAH2
SLC43A3	ASAP1
TACSTD1	ASAP2
ATXN2L	ASB4
C1orf163	ASB4
GRIA3	ASB4
MED8	ASB4
METTL11A	ASB6
PKN2	ASB7
PRKDC	ASB7
C6orf211	ASCC3L1
RGPD5	ASCC3L1
GSTP1	ASCL1
SYT4	ASCL1
WNT5A	ASCL1
PDZRN3	ASCL2
ZNF167	ASCL2
DGCR8	ASCL4
FEN1	ASF1B
RPL41	ASF1B
CAB39L	ASGR1
NM_207331	ASGR1
EIF4EBP1	ASH2L
MGAT4C	ASH2L
AU148086	ASIP
STK33	ASIP
NSFL1C	ASL
MCM5	ASMT
OSBPL9	ASMT
P2RX3	ASMT
POP4	ASNA1
PRDX2	ASNA1
AARS	ASNS
CDC45L	ASNS
HS2ST1	ASNSD1
FABP4	ASPA
GPD1	ASPA
PRKAR1A	ASPH
KCNH2	ASPHD1
MAPRE2	ASPHD1
MYL9	ASPHD1
CENPA	ASPM
CENPF	ASPM
CEP55	ASPM
DLGAP5	ASPM
KIF11	ASPM
KIF14	ASPM
COL10A1	ASPN
DCN	ASPN
HTRA1	ASPN
LRRC15	ASPN
POSTN	ASPN
LOR	ASPRV1
BTBD2	ASPSCR1
SCGB2A2	ASRGL1
AFF3	ASS1
S100A9	ASS1
AGFG1	ASTE1
ASB8	ASTE1
FLRT2	ASTE1
KLK11	ASTN1
TAC1	ASTN1
ABCC8	ASTN2
MAGED2	ASTN2
MLPH	ASTN2
PRLR	ASTN2
AP4S1	ASXL2
EIF4B	ASXL2
MYD88	ASXL3
TMEM183A	ASXL3
HMGB2	ATAD2
HSPE1	ATAD2
KIF23	ATAD2
TCEB1	ATAD2
KIF2C	ATAD3A
RRP1	ATAD3A
ZBTB4	ATAD3A
RECQL4	ATAD3B
ARNT	ATF1
NM_006333	ATF1
CYR61	ATF3
IL6	ATF3
NUP62	ATF5
PGK1	ATF5
DMC1	ATF6
SDHC	ATF6
FANCG	ATF6B
SLC29A1	ATF6B
UNC45B	ATF7
PRSS21	ATF7IP
SMYD5	ATF7IP
ID4	ATF7IP2
CD164	ATG12
PPP1R12A	ATG12
PRKRA	ATG12
IDS	ATG16L1
NUMA1	ATG16L1
LSM3	ATG3
PHLDA1	ATG3
RECQL4	ATG3
DAZAP2	ATG5
DNASE1L2	ATG9B
GINS1	ATG9B
GARS	ATHL1
ASCL2	ATIC
DSC2	ATL2
HSPA14	ATL2
XPOT	ATL2
CORO1C	ATL3
DPP8	ATL3
ENO1	ATM
HLA-DRA	ATM
NM_018600	ATM
ARID1A	ATN1
FKBP8	ATN1
GRLF1	ATOH1
MXRA5	ATOH1
PPP2CA	ATOX1
DEDD	ATP10A
NM_016522	ATP10A
ADAM22	ATP10B
PLP1	ATP10B
SCD5	ATP10B
HMGA1	ATP11A
SCGB2A2	ATP11A
UBE2E3	ATP11B
AHSG	ATP12A
WDR33	ATP12A
ARL5A	ATP13A3
EPRS	ATP13A3
ZNF362	ATP13A3
TMEM59	ATP1A1
ADH1A	ATP1A2
ITGA7	ATP1A2
NM_014095	ATP1A2
SEMA3G	ATP1A2
TMEM100	ATP1A2
CDC14B	ATP1A3
SF1	ATP1B1
SOX9	ATP1B1
TMC5	ATP1B1
C20orf24	ATP1B3
MSN	ATP1B3
FGFR1OP	ATP1B4
AGFG2	ATP2A1
IDH3A	ATP2A3
TNFSF13	ATP2A3
G3BP2	ATP2B1
TSFM	ATP2B1
UGDH	ATP2B1
ZNF410	ATP2B1
AL050122	ATP2B2
CSDA	ATP2B2
LMTK2	ATP2B2
CHN1	ATP2B3
CLEC4M	ATP2B3
J00146	ATP2B3
CEP170	ATP2C1
NQO1	ATP2C2
TACSTD1	ATP2C2
TRIM3	ATP2C2
CNIH4	ATP4A
IL17RC	ATP4A
MDH1	ATP5A1
SMAD2	ATP5A1
NAPA	ATP5B
SLC25A3	ATP5B
HSPA14	ATP5C1
MRPL15	ATP5C1
NDUFB2	ATP5C1
SNRPG	ATP5C1
MKNK2	ATP5D
PSMA7	ATP5E
STAU1	ATP5E
UTP18	ATP5E
C17orf90	ATP5G1
FANCA	ATP5G2
RPS9	ATP5G2
SCD5	ATP5G2
TM9SF1	ATP5G2
PSMD14	ATP5G3
RAB28	ATP5G3
MRPL22	ATP5H
NOL11	ATP5H
KCNH6	ATP5I
LIN37	ATP5I
NDUFA1	ATP5I
ATG3	ATP5J
CCT8	ATP5J
RPL39	ATP5J2
LSM5	ATP5L
TROVE2	ATP5L
NDUFB5	ATP5O
NUDC	ATP6AP1
TMEM111	ATP6AP1
KPNA1	ATP6V0A1
ATG12	ATP6V0A2
C9orf27	ATP6V0A2
FBXL10	ATP6V0A2
WARS	ATP6V0A2
CSTA	ATP6V0A4
MAPRE2	ATP6V0A4
SLC7A5	ATP6V0A4
PPP1CA	ATP6V0B
PRDX1	ATP6V0B
UBE2S	ATP6V0B
PSAP	ATP6V0D1
TRAPPC2L	ATP6V0D1
AL137717	ATP6V0E1
CD164	ATP6V0E1
SERINC3	ATP6V0E1
ENO1	ATP6V1A
HSPA8	ATP6V1A
HSPB8	ATP6V1B1
WNT4	ATP6V1B1
ZNF423	ATP6V1B1
BRCC3	ATP6V1C1
TMEM70	ATP6V1C1
ACTR10	ATP6V1D
NUDT11	ATP6V1D
ARL8B	ATP6V1E1
PSMD10	ATP6V1E1
UFD1L	ATP6V1E1
ATP5C1	ATP6V1F
ATP6AP1	ATP6V1F
RAB11A	ATP6V1G1
MRPS28	ATP6V1H
FEZF2	ATP7B
C12orf52	ATP8A1
GIMAP4	ATP8A1
SIDT1	ATP8A2
SOCS2	ATP8A2
DNAL1	ATP8B1
RBM47	ATP8B1
ZNF160	ATP8B1
RAB2A	ATP8B3
ATP8B1	ATP9A
DCTN2	ATP9A
IQCK	ATP9A
CCDC56	ATPAF2
LRRC48	ATPAF2
WDR79	ATPAF2
IK	ATPIF1
AK5	ATRNL1
GFRA1	ATRNL1
KIF5A	ATRNL1
NACA2	ATRNL1
FRMD4A	ATRX
RBM25	ATRX
SMARCA2	ATRX
TOP1	ATRX
FBN1	ATXN1
LAMA2	ATXN1
CYP24A1	ATXN10
AB051446	ATXN2L
BAT1	ATXN2L
BRCA2	ATXN2L
TRO	ATXN2L
HCRTR1	ATXN3
SLC44A1	ATXN3
RUSC1	ATXN7L1
TPD52L1	ATXN7L1
BTN2A3	AU144277
FASN	AU145203
RAB3IL1	AU145203
XM_169434	AU145203
C15orf5	AU146983
SPTBN2	AU146983
TRIM33	AU146983
C15orf5	AU147166
IRF4	AU147166
AL050122	AU147598
U79293	AU148086
CNN3	AU148611
GHRHR	AU148611
NM_019033	AUH
RECK	AUP1
VHL	AUP1
CDCA8	AURKA
PTTG1	AURKA
RACGAP1	AURKA
TPX2	AURKA
UBE2C	AURKA
BUB1	AURKB
BUB1B	AURKB
EIF4G1	AURKB
FOXM1	AURKB
LMNB1	AURKB
NCAPH	AURKB
ECHDC2	AUTS2
PON2	AUTS2
WDR48	AV652328
MTAP	AV661138
CCR8	AV687010
ZFP36L1	AV687010
CCDC9	AV720803
C11orf61	AV761014
METTL3	AV761014
PRX	AVIL
LARP4	AVL9
C11orf9	AVP
EMILIN1	AVP
ARMC1	AVPR1A
SNRPC	AVPR1A
A1CF	AVPR2
CCT8L2	AVPR2
JAK3	AW129021
AF339807	AW264320
CEP135	AW264320
MAD1L1	AW264320
CD8B	AW405975
IGLJ3	AW405975
EIF3M	AW450360
AHNAK	AW451236
ZCWPW1	AW451236
C11orf61	AW663712
NOTCH2NL	AW663712
TCF12	AW663712
MYH6	AW969803
AK024108	AW971248
hCG_1776259	AW971248
PIN1L	AW971248
ACTR3	AW972351
FAP	AW974666
FSCN1	AW974666
AK024457	AW979018
KIAA0090	AW979018
CENPE	AXIN2
SERPINF1	AXL
ELOVL5	AZGP1
HGS	AZI1
UBE2O	AZI1
BRWD2	AZI2
BCL3	AZIN1
C6orf62	AZIN1
CALR	AZIN1
MTDH	AZIN1
NCOA2	AZIN1
MYB	AZU1
NM_024888	AZU1
HLA-G	B2M
SRGN	B2M
STAT1	B2M
CACYBP	B3GALNT1
LAD1	B3GALNT2
RUSC2	B3GALT1
ST8SIA5	B3GALT1
CLCA3	B3GALT2
SLMO1	B3GALT2
AB051448	B3GALT4
GATA2	B3GALT4
FAM86C	B3GAT3
GOLGA2	B3GAT3
WDR74	B3GAT3
C20orf30	B3GNT2
KCNK15	B3GNT3
SULT2A1	B3GNT3
FOXC1	B3GNT5
THSD4	B3GNT5
DYSF	B3GNT7
EIF4E2	B3GNTL1
RBM19	B3GNTL1
ARHGAP19	B4GALT1
EXOC5	B4GALT1
MCL1	B4GALT1
ILF2	B4GALT3
TMEM189	B4GALT5
AQP1	B4GALT6
NID1	B4GALT6
CDR1	B9D1
GEM	B9D1
TST	B9D1
NPR1	BAALC
PTMS	BAALC
SCG2	BAALC
EFEMP2	BACE1
LZTFL1	BACE2
RET	BACE2
THSD4	BAG1
ASH2L	BAG4
ERLIN2	BAG4
TLK1	BAG4
AP3D1	BAG5
TRAF3IP1	BAG5
ANK1	BAGE
FETUB	BAGE
ISG20	BAHCC1
KLHL21	BAHCC1
MAX	BAI1
GAMT	BAI2
PARP3	BAI2
C11orf10	BAI3
RPL13L	BAI3
CANT1	BAIAP2
CD3D	BAIAP2
GAPDHS	BAIAP2L1
FOXA1	BAIAP2L2
NTRK3	BAIAP2L2
GATA3	BAIAP3
RAB26	BAIAP3
ZNF205	BAIAP3
E2F1	BAK1
BAI2	BAMBI
VTCN1	BAMBI
DRAP1	BANF1
MRPL11	BANF1
NM_016404	BANF1
ORC4L	BANF2
FAM65B	BANK1
GPR18	BANK1
IGHM	BANK1
MS4A1	BANK1
COX4NB	BANP
HLA-DPA1	BANP
ATIC	BARD1
CHRM3	BARX1
SHMT2	BARX1
METAP2	BARX2
PIAS4	BARX2
ANGPTL2	BASP1
BCLAF1	BAT1
RBM25	BAT1
SRPR	BAT2D1
TOP1	BAT2D1
CENPI	BAT3
RPP21	BAT3
CRYAB	BATF
ELOVL5	BATF
HEMK1	BATF
MX1	BATF2
STK10	BATF3
HNRNPAB	BAX
SLC16A3	BAX
BAT2D1	BAZ1A
KIAA0391	BAZ1A
COX6A2	BAZ1B
PLA2G2D	BAZ1B
CDKN2A	BAZ2A
OGN	BAZ2B
FGD3	BBC3
TGFA	BBC3
FGFBP1	BBOX1
GABRP	BBOX1
KRT14	BBOX1
KRT5	BBOX1
SFRP1	BBOX1
SLC27A6	BBOX1
SLC6A14	BBOX1
USP8	BBS4
J00146	BBS7
SEC23A	BBS7
SEMA6A	BBS7
THAP5	BBS7
GATA3	BBS9
SMAD2	BBS9
PHIP	BBX
KRT5	BC001745
PTN	BC001745
NPIP	BC001788
PKN2	BC001788
COL4A3BP	BC002465
IL15RA	BC002465
GPR172B	BC002778
SPIB	BC002778
FAM65B	BC002792
HIST1H3F	BC002792
PPARA	BC002792
XM_209178	BC002821
HIF1A	BC003629
UBXN4	BC003629
OGN	BC005856
CPA1	BC006134
P2RY5	BC006134
PPARA	BC006134
XRCC4	BC006134
G6PC3	BCAM
U79293	BCAM
HEY1	BCAN
HPCA	BCAN
ACOT7	BCAP31
ARD1A	BCAP31
ERGIC3	BCAP31
PSMC3	BCAP31
ACD	BCAR1
AEBP1	BCAR1
AHCYL1	BCAR3
CYP4B1	BCAR3
GSTM3	BCAR3
RAB18	BCAR3
MLPH	BCAS1
TSPAN13	BCAS1
UBE2E3	BCAS1
AI086530	BCAS2
ATP5F1	BCAS2
G6PC3	BCAS4
MRPL23	BCAS4
PCBD1	BCAS4
PCF11	BCAT1
SCNN1A	BCAT1
TGFBI	BCAT1
TRIM59	BCAT1
PAFAH2	BCAT2
CCT7	BCCIP
CA10	BCHE
DAAM2	BCHE
FBXO9	BCHE
SERPINB13	BCHE
MED23	BCKDHB
REEP1	BCKDHB
TTC3	BCKDHB
WAC	BCKDHB
CXXC5	BCL11A
GABRP	BCL11A
SFRP1	BCL11A
CD7	BCL11B
PRRG2	BCL11B
IL6ST	BCL2
MRPS30	BCL2
SLC16A3	BCL2
TBC1D9	BCL2
C16orf61	BCL2A1
DOK2	BCL2A1
FAM26F	BCL2A1
SLAMF8	BCL2A1
TRAT1	BCL2A1
HSPA8	BCL2L1
NM_018600	BCL2L1
PGK1	BCL2L1
SNAP23	BCL2L1
MED14	BCL2L10
ZEB1	BCL2L10
STATH	BCL2L11
UBE2L3	BCL2L13
TPMT	BCL2L14
RNASE4	BCL2L2
ARHGDIA	BCL3
STIP1	BCL3
AP3D1	BCLAF1
HSP90B1	BCLAF1
AFF1	BCMO1
DDX28	BCMO1
HOXB9	BCMO1
IGHV1-69	BCORL1
ALDH6A1	BDH1
PIK3CB	BDH1
GABRQ	BDNF
NMT1	BDNF
PRMT2	BDNF
PSG5	BDNF
GOLGA4	BDP1
SFRS12	BDP1
DCLK1	BE046461
GMPS	BE046461
RBM8A	BE223030
TGFA	BE223030
TMED7	BECN1
C15orf42	BEND3
CD24	BEND3
PADI2	BEND3
PRM1	BEND5
HSBP1	BEST1
PARP11	BET1L
ADCY1	BEX1
GDAP1	BEX1
KMO	BEX1
ITM2B	BEX4
NGFRAP1	BEX4
RAI2	BEX5
WWP1	BF114906
GIMAP4	BF509069
UBE2O	BF509069
SIAH1	BF509345
HNRNPA3	BF512531
TMEM70	BF512531
KIAA0892	BF939092
RHEB	BF939092
CRBN	BFSP1
TIMM17A	BFSP1
LMAN1	BFSP2
SPP1	BFSP2
GTSE1	BG236351
MAPK1IP1L	BG236351
AEBP1	BGN
COL6A1	BGN
CYP24A1	BGN
MRC2	BGN
NUCB1	BHLHB2
HIF1A	BHLHB3
SSPN	BHLHB3
GZMK	BHLHB5
CXCL12	BHMT2
NM_018071	BICD1
SSPN	BICD1
FOXA1	BIK
LFNG	BIK
PRR5	BIK
SIDT1	BIK
C3	BIN1
FYN	BIN1
CD3D	BIN2
CD53	BIN2
SLAMF8	BIN2
TRAF3IP3	BIN2
ZNF395	BIN3
PTPN2	BIRC2
CD2	BIRC3
GZMK	BIRC3
ICOS	BIRC3
NAMPT	BIRC3
AURKA	BIRC5
CCNB2	BIRC5
CENPA	BIRC5
TK1	BIRC5
UBE2C	BIRC5
CDV3	BIRC7
EPO	BIRC7
CAMLG	BLCAP
CDIPT	BLCAP
SULT1C4	BLCAP
SELL	BLK
C15orf42	BLM
CDC45L	BLM
GTSE1	BLM
HEBP1	BLMH
CD63	BLOC1S1
COX7C	BLOC1S1
EPHB3	BLVRA
C17orf28	BLVRB
HAGH	BLVRB
CD46	BLZF1
IL6ST	BLZF1
SDHC	BLZF1
COMMD3	BMI1
FBXL3	BMI1
PREPL	BMI1
COL5A1	BMP1
NID2	BMP1
PLAU	BMP1
PLAUR	BMP1
SLC25A31	BMP15
XPNPEP2	BMP15
PSMD10	BMP2
SRPX	BMP2
FLI1	BMP2K
POLH	BMP2K
PTGER4	BMP2K
NDC80	BMP4
REEP6	BMP4
TMC5	BMP4
GABRE	BMP5
MTX1	BMP6
EIF4EBP1	BMP7
COL4A1	BMP8A
PLAU	BMP8A
SULF1	BMP8A
MAST1	BMP8B
RGPD5	BMP8B
SPAM1	BMP8B
C1orf106	BMPR1B
ESR1	BMPR1B
EPRS	BMPR2
PALLD	BMPR2
PSAP	BMPR2
SPAG9	BMPR2
EIF4E2	BMS1
MEOX1	BMX
DSG3	BNC1
SEMG2	BNC1
ADAM12	BNC2
GLT8D2	BNC2
VCAN	BNC2
CBX3	BNIP3
ZNF395	BNIP3L
EPHX2	BNIPL
LYN	BNIPL
IRF4	BOLA2
YY1	BOLA2
C16orf61	BOLA3
LRP1	BOLA3
GAPDH	BOP1
PUF60	BOP1
UBE2S	BOP1
DLX2	BPESC1
FGA	BPESC1
EYA4	BPGM
PRDM8	BPGM
NM_007281	BPI
PTX3	BPI
ALDH1A2	BPNT1
BAX	BPNT1
CLINT1	BPNT1
RGPD5	BPNT1
SPATA22	BPNT1
KIAA1033	BPTF
ARL1	BRAP
NDUFA13	BRAP
CENPK	BRCA1
PSMC3IP	BRCA1
CDC2	BRCA2
DNAJC3	BRCA2
ERBB4	BRCA2
LAMB4	BRCA2
DHTKD1	BRCC3
GYPA	BRCC3
CTSZ	BRD3
NFIC	BRD4
NM_006333	BRD4
C16orf80	BRD7
DNAJA2	BRD7
DEFB4	BRD8
SYF2	BRD8
ADARB2	BRDT
DMP1	BRDT
GALK2	BRE
FBXO9	BRF1
HSPA8	BRF2
TMED2	BRF2
HMOX1	BRI3
PLAUR	BRI3
EPHB3	BRIP1
ILF2	BRIP1
DPP3	BRMS1
IARS2	BRP44
TIPRL	BRP44
JTB	BRP44L
PEX3	BRP44L
TCP1	BRP44L
APAF1	BRSK2
CEP152	BRSK2
ATG12	BRWD1
PWP2	BRWD1
STT3B	BRWD1
TOPORS	BRWD1
MAPK1IP1L	BRWD2
MINPP1	BRWD2
DCTN2	BSDC1
COPE	BSG
EXOSC4	BSG
HMG20B	BSG
POLR2E	BSG
CNN3	BST1
FCGR2C	BST1
IFI27	BST2
IFI6	BST2
ISG15	BST2
NFU1	BTBD1
PRPF40A	BTBD1
HCFC1R1	BTBD2
UBE2M	BTBD2
CHRNA4	BTBD7
ENO1	BTBD7
TM9SF3	BTBD7
MAGEA3	BTC
SCN9A	BTC
EIF4B	BTF3
MSH3	BTF3
NDUFB6	BTF3
IL33	BTG1
DUSP1	BTG2
IMPDH2	BTG2
SCUBE2	BTG2
WSB2	BTG2
GATA3	BTG3
SFRS7	BTG3
ST8SIA1	BTG3
AV661138	BTG4
ELN	BTG4
RNASE6	BTK
CDK3	BTN2A1
IL32	BTN2A2
MBD1	BTN2A3
BTN3A2	BTN3A1
BTN3A3	BTN3A1
FLT3LG	BTN3A3
BCL2	BTRC
KIAA0141	BTRC
ASPM	BUB1
CCNB2	BUB1
CDCA8	BUB1
CCNB2	BUB1B
PTTG3	BUB1B
RACGAP1	BUB1B
LIN7C	BUB3
SFRS7	BUB3
AK022120	BXDC5
UBE2O	BYSL
AW971248	BZRAP1
MOBKL3	BZW1
NDUFS1	BZW1
TAF9B	BZW1
ZMPSTE24	BZW2
ESR1	C10orf116
GDF5	C10orf116
NUP205	C10orf116
PLA2G16	C10orf116
RPL15	C10orf116
PPIG	C10orf118
RPL34	C10orf118
TRIP11	C10orf118
ITGB2	C10orf12
SAFB	C10orf12
C17orf90	C10orf137
COX6A2	C10orf137
CDC123	C10orf18
HMGN4	C10orf18
PHF7	C10orf25
CYBRD1	C10orf26
MAX	C10orf28
PRIM2	C10orf28
SCAMP1	C10orf28
EGR3	C10orf47
ROS1	C10orf53
SSX3	C10orf53
COQ7	C10orf57
CHST2	C10orf79
TRO	C10orf79
ELF5	C10orf81
GPR85	C10orf81
PPM1H	C10orf81
C17orf90	C10orf84
C6orf62	C10orf84
CXorf27	C10orf92
SLC2A3	C10orf92
MLANA	C11orf1
SCD5	C11orf10
FAM65B	C11orf21
PCNP	C11orf21
VCAN	C11orf24
AUP1	C11orf48
RPL30	C11orf48
NM_006333	C11orf58
TPX2	C11orf63
UBE2C	C11orf63
ZNF608	C11orf63
NDUFC2	C11orf67
NM_018543	C11orf67
PIAS2	C11orf67
PRMT7	C11orf67
KIAA1704	C11orf73
NM_006333	C11orf73
C1S	C11orf75
SPTBN2	C11orf80
TIPIN	C11orf82
STIP1	C11orf84
RAB2A	C11orf9
SEMG2	C11orf9
ZFPL1	C11orf9
IL1RN	C12orf10
AMD1	C12orf11
SIX3	C12orf24
INADL	C12orf26
PREPL	C12orf29
PIP4K2C	C12orf34
ATG12	C12orf35
GOLT1B	C12orf4
EIF3J	C12orf43
CNPY2	C12orf44
IMMT	C12orf44
AF052146	C12orf47
NCOA2	C12orf47
UBE2C	C12orf48
ACTR3	C12orf5
GOT1	C12orf52
GPN3	C12orf52
MRPL17	C12orf52
WBP11	C12orf52
GPR183	C13orf18
MNDA	C13orf18
STAMBPL1	C13orf23
BUB1	C13orf3
FSTL1	C13orf33
CCNE2	C13orf37
DYNLT3	C13orf37
DCAKD	C14orf1
DPPA3	C14orf1
PASK	C14orf1
SNW1	C14orf1
TMED2	C14orf1
AB051446	C14orf105
EPRS	C14orf106
MAP4	C14orf106
ZNF407	C14orf106
PSMC6	C14orf108
TAX1BP1	C14orf108
C14orf1	C14orf109
MRPL17	C14orf113
ACHE	C14orf115
C1orf115	C14orf115
YY1	C14orf135
CHRDL1	C14orf139
MEOX1	C14orf139
ACOT4	C14orf143
ASCL2	C14orf143
YY1	C14orf143
PSMC1	C14orf156
SEC24D	C14orf159
RPS14	C14orf166
MCTS1	C14orf2
PDE4C	C14orf28
SLC22A2	C14orf28
ADAM12	C14orf37
CNTN1	C14orf37
CIRBP	C14orf45
MYH8	C14orf53
ZFP3	C14orf91
EID1	C15orf15
RPL3	C15orf15
NUSAP1	C15orf23
PGAM5	C15orf23
TMEM59	C15orf24
BOLA2	C15orf28
HABP4	C15orf28
STAT2	C15orf31
TXK	C15orf31
ADAMTS20	C15orf34
EPHA7	C15orf34
PDZK1	C15orf34
TNNI3	C15orf34
IL6ST	C15orf39
MARS	C15orf39
PTGS2	C15orf41
CCNB2	C15orf42
HJURP	C15orf42
CCL5	C15orf48
RUNX2	C15orf49
SRPK3	C15orf49
hCG_1776259	C15orf5
PPFIBP1	C15orf5
C12orf52	C16orf3
NEUROD1	C16orf3
COX6C	C16orf33
KIF22	C16orf33
POLR3K	C16orf33
ARF1	C16orf35
MAZ	C16orf35
WBP11	C16orf35
MPG	C16orf42
PTGES2	C16orf42
GSTM3	C16orf45
HJURP	C16orf45
RAB31	C16orf45
DNHD1L	C16orf52
NUP93	C16orf57
METRN	C16orf58
BLM	C16orf59
FOXM1	C16orf59
ACTR3	C16orf61
CENPN	C16orf61
KARS	C16orf61
KIF18A	C16orf61
TRIM4	C16orf62
ZNF174	C16orf62
C9orf116	C16orf71
RSL1D1	C16orf71
AF015124	C16orf72
RERG	C16orf74
ADH5	C16orf80
GNGT1	C16orf80
HSBP1	C16orf80
POLR2C	C16orf80
BYSL	C16orf84
COX4NB	C16orf84
ORC6L	C16orf87
SEC62	C16orf87
NPTX1	C16orf89
TJP3	C17orf28
CRIP2	C17orf39
ACTN2	C17orf42
CCDC56	C17orf42
